13,1,-1.000000000000000
17,2,1.000000000000000
19,3,1.000000000000000
10,4,0.707106781186548
21,5,1.000000000000000
11,6,0.707106781186548
12,7,0.707106781186548
14,8,0.353553390593274
15,8,-0.612372435695794
14,9,-0.612372435695794
15,9,-0.353553390593274
25,10,-0.707106781186548
27,11,-0.707106781186548
28,12,-0.707106781186548
22,13,-1.000000000000000
29,14,-0.353553390593274
30,14,0.612372435695794
29,15,0.612372435695794
30,15,0.353553390593274
23,17,1.000000000000000
24,19,1.000000000000000
26,21,1.000000000000000
