5,1,0.707106781186548
3,2,-0.500000000000000
2,3,0.500000000000000
9,4,-0.707106781186548
1,5,0.707106781186548
7,6,-0.500000000000000
6,7,0.500000000000000
4,9,-0.707106781186548
14,10,0.612372435695795
15,10,0.353553390593274
12,11,-0.500000000000000
11,12,0.500000000000000
21,13,-0.707106781186548
10,14,0.612372435695795
10,15,0.353553390593274
18,16,-0.500000000000000
19,17,-0.500000000000000
16,18,0.500000000000000
17,19,0.500000000000000
13,21,-0.707106781186548
26,22,0.707106781186548
24,23,-0.500000000000000
23,24,0.500000000000000
30,25,-0.707106781186548
22,26,0.707106781186548
28,27,-0.500000000000000
27,28,0.500000000000000
25,30,-0.707106781186548
