11,1,-1.000000000000000
10,2,0.707106781186548
14,3,0.866025403784439
15,3,-0.500000000000000
16,4,0.866025403784439
17,4,-0.500000000000000
12,5,0.707106781186548
13,6,0.707106781186548
20,7,-0.866025403784439
21,7,-0.500000000000000
18,8,0.353553390593274
19,8,0.612372435695794
18,9,0.612372435695794
19,9,-0.353553390593274
23,10,-0.707106781186548
22,11,-1.000000000000000
26,12,-0.707106781186548
27,13,-0.707106781186548
24,14,0.866025403784439
24,15,-0.500000000000000
25,16,0.866025403784439
25,17,-0.500000000000000
29,18,-0.353553390593274
30,18,-0.612372435695794
29,19,-0.612372435695794
30,19,0.353553390593274
28,20,-0.866025403784439
28,21,-0.500000000000000
